stage,multiplier,target,target_gap,rental_income_positive_share_mean,rental_income_positive_share_stdev,active_btl_share_mean,latent_btl_share_mean,btl_stock_fraction_mean,seed_count,seeds
fine,1.675,0.0752616555661275,0.00226889745654181,0.07753055302266931,0.0008467033610916773,0.07647768672555304,0.1267742542265617,0.2521920599666852,4,"1,2,3,4"
fine,1.68,0.0752616555661275,0.0024721104544183775,0.07773376602054588,0.0008479398869337014,0.07656733148493133,0.12668753787982331,0.2519953498056635,4,"1,2,3,4"
fine,1.685,0.0752616555661275,0.002252899622192092,0.0775145551883196,0.002047096571064454,0.07630755630766813,0.12563140749387888,0.24959886174347584,4,"1,2,3,4"
fine,1.69,0.0752616555661275,0.0009607052251210807,0.07622236079124858,0.001855777358515087,0.07585923583721199,0.12526529863391472,0.2510378817323709,4,"1,2,3,4"
fine,1.695,0.0752616555661275,0.0029510983891633674,0.07821275395529087,0.0018378522109403837,0.07699766892080127,0.12735381684841351,0.25381631038312047,4,"1,2,3,4"
fine,1.7,0.0752616555661275,0.0024082874231632773,0.07766994298929078,0.0010018106772560576,0.0768302466294461,0.12680795099343098,0.2525538173237091,4,"1,2,3,4"
fine,1.705,0.0752616555661275,0.0034080474687730317,0.07866970303490053,0.0011960919286726978,0.07794012566995641,0.12974621872005293,0.25410977234869514,4,"1,2,3,4"
fine,1.71,0.0752616555661275,0.00432153772734549,0.07958319329347299,0.0019194552179603748,0.07781726199218617,0.12953141108272928,0.2528732648528595,4,"1,2,3,4"
fine,1.715,0.0752616555661275,0.003950694550628048,0.07921235011675555,0.002128110199269081,0.07819591856937717,0.129508295119565,0.2534296779566907,4,"1,2,3,4"
fine,1.72,0.0752616555661275,0.0033078210931777458,0.07856947665930525,0.0009058833810879015,0.0780928266733653,0.12927182459242356,0.2525347307051638,4,"1,2,3,4"
fine,1.725,0.0752616555661275,0.003970540207798481,0.07923219577392598,0.0009485560684943061,0.07788240783076046,0.12964115881522875,0.25479551637978903,4,"1,2,3,4"
fine,1.73,0.0752616555661275,0.005147435918122098,0.0804090914842496,0.001695700299134121,0.0790180847980477,0.13072579883192348,0.25770079122709605,4,"1,2,3,4"
fine,1.735,0.0752616555661275,0.00343696631185382,0.07869862187798132,0.0009496355958028854,0.07817962175577602,0.1300028245289642,0.25492216823986674,4,"1,2,3,4"
fine,1.74,0.0752616555661275,0.004218726693946434,0.07948038226007394,0.0012633959400304797,0.07834916795975214,0.129811371225667,0.2565655469183787,4,"1,2,3,4"
fine,1.745,0.0752616555661275,0.004727236855145825,0.07998889242127333,0.0011803263111296255,0.07940723770665296,0.13122529336977876,0.25718979733481395,4,"1,2,3,4"
fine,1.75,0.0752616555661275,0.006559463265245771,0.08182111883137327,0.000725280606341923,0.08008552324632652,0.1338875687584081,0.25951850360910605,4,"1,2,3,4"
fine,1.755,0.0752616555661275,0.005692850929963203,0.0809545064960907,0.0008547131366172722,0.0799812894554041,0.13354448067410288,0.260309980566352,4,"1,2,3,4"
fine,1.76,0.0752616555661275,0.004336410684625258,0.07959806625075276,0.0005936457244404185,0.0794616675479821,0.13279577986026875,0.2583757634647418,4,"1,2,3,4"
fine,1.765,0.0752616555661275,0.004663431766253695,0.0799250873323812,0.001600054090586515,0.07962992037635454,0.13318939862950013,0.2547815380344253,4,"1,2,3,4"
fine,1.77,0.0752616555661275,0.005294228094235812,0.08055588366036331,0.0023599133989272436,0.08028384488677082,0.13306667052307083,0.258604705719045,4,"1,2,3,4"
fine,1.775,0.0752616555661275,0.006337562063077257,0.08159921762920476,0.002053548019887634,0.07982263321984506,0.13346642551854518,0.2573155607995558,4,"1,2,3,4"
fine,1.78,0.0752616555661275,0.007176126867879454,0.08243778243400696,0.002234202013529989,0.08021403560241637,0.1334132939357183,0.256057398667407,4,"1,2,3,4"
fine,1.785,0.0752616555661275,0.006082491827015854,0.08134414739314336,0.0007387291016875409,0.08108613943503948,0.13459830266457617,0.2606018184342032,4,"1,2,3,4"
fine,1.79,0.0752616555661275,0.008448535614300201,0.0837101911804277,0.0015965188943556218,0.08193649312213191,0.13619010131771742,0.2616691837867851,4,"1,2,3,4"
fine,1.795,0.0752616555661275,0.007133525318025566,0.08239518088415307,0.0004931981246460376,0.08087238475677186,0.13406873587749477,0.25644772348695166,4,"1,2,3,4"
fine,1.8,0.0752616555661275,0.006615849479493341,0.08187750504562084,0.0012614118342135039,0.08141759082764793,0.13554302672794263,0.25902912270960576,4,"1,2,3,4"
