Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Local authority,Local authority_reference,Local authority_sort,Local authority_hierarchy,Period,Period_reference,Period_sort,Period_hierarchy,Tenure,Tenure_reference,Tenure_sort,Tenure_hierarchy,Notes
436700,436700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2020,31/03/2020,1585699199000,,All tenures (Number),6,10,,
33700,33700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2019,31/03/2019,1554076799000,,Local Authority (Number),1,1,,
32300,32300,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2019,31/03/2019,1554076799000,,Registered Social Landlord (Number),2,3,,
368700,368700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2019,31/03/2019,1554076799000,,Owner occupied/Privately rented (Number),3,5,,
309100,309100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2019,31/03/2019,1554076799000,,Owner occupied (Number),4,6,,
59600,59600,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2019,31/03/2019,1554076799000,,Privately rented (Number),5,8,,
434800,434800,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2019,31/03/2019,1554076799000,,All tenures (Number),6,10,,
33600,33600,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2018,31/03/2018,1522540799000,,Local Authority (Number),1,1,,
31900,31900,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2018,31/03/2018,1522540799000,,Registered Social Landlord (Number),2,3,,
367200,367200,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2018,31/03/2018,1522540799000,,Owner occupied/Privately rented (Number),3,5,,
304800,304800,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2018,31/03/2018,1522540799000,,Owner occupied (Number),4,6,,
62500,62500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2018,31/03/2018,1522540799000,,Privately rented (Number),5,8,,
432700,432700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2018,31/03/2018,1522540799000,,All tenures (Number),6,10,,
33500,33500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2017,31/03/2017,1491004799000,,Local Authority (Number),1,1,,
31500,31500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2017,31/03/2017,1491004799000,,Registered Social Landlord (Number),2,3,,
365400,365400,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2017,31/03/2017,1491004799000,,Owner occupied/Privately rented (Number),3,5,,
300700,300700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2017,31/03/2017,1491004799000,,Owner occupied (Number),4,6,,
64600,64600,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2017,31/03/2017,1491004799000,,Privately rented (Number),5,8,,
430400,430400,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2017,31/03/2017,1491004799000,,All tenures (Number),6,10,,
33500,33500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2016,31/03/2016,1459468799000,,Local Authority (Number),1,1,,
31200,31200,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2016,31/03/2016,1459468799000,,Registered Social Landlord (Number),2,3,,
363400,363400,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2016,31/03/2016,1459468799000,,Owner occupied/Privately rented (Number),3,5,,
297900,297900,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2016,31/03/2016,1459468799000,,Owner occupied (Number),4,6,,
65500,65500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2016,31/03/2016,1459468799000,,Privately rented (Number),5,8,,
428100,428100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2016,31/03/2016,1459468799000,,All tenures (Number),6,10,,
33500,33500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2015,31/03/2015,1427846399000,,Local Authority (Number),1,1,,
31000,31000,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2015,31/03/2015,1427846399000,,Registered Social Landlord (Number),2,3,,
361100,361100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2015,31/03/2015,1427846399000,,Owner occupied/Privately rented (Number),3,5,,
297500,297500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2015,31/03/2015,1427846399000,,Owner occupied (Number),4,6,,
63600,63600,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2015,31/03/2015,1427846399000,,Privately rented (Number),5,8,,
425600,425600,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2015,31/03/2015,1427846399000,,All tenures (Number),6,10,,
33600,33600,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2014,31/03/2014,1396310399000,,Local Authority (Number),1,1,,
30900,30900,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2014,31/03/2014,1396310399000,,Registered Social Landlord (Number),2,3,,
358500,358500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2014,31/03/2014,1396310399000,,Owner occupied/Privately rented (Number),3,5,,
299400,299400,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2014,31/03/2014,1396310399000,,Owner occupied (Number),4,6,,
59200,59200,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2014,31/03/2014,1396310399000,,Privately rented (Number),5,8,,
423000,423000,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2014,31/03/2014,1396310399000,,All tenures (Number),6,10,,
33700,33700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2013,31/03/2013,1364774399000,,Local Authority (Number),1,1,,
30800,30800,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2013,31/03/2013,1364774399000,,Registered Social Landlord (Number),2,3,,
356100,356100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2013,31/03/2013,1364774399000,,Owner occupied/Privately rented (Number),3,5,,
299700,299700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2013,31/03/2013,1364774399000,,Owner occupied (Number),4,6,,
56300,56300,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2013,31/03/2013,1364774399000,,Privately rented (Number),5,8,,
420700,420700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2013,31/03/2013,1364774399000,,All tenures (Number),6,10,,
33800,33800,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2012,31/03/2012,1333238399000,,Local Authority (Number),1,1,,
30700,30700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2012,31/03/2012,1333238399000,,Registered Social Landlord (Number),2,3,,
353500,353500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2012,31/03/2012,1333238399000,,Owner occupied/Privately rented (Number),3,5,,
297000,297000,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2012,31/03/2012,1333238399000,,Owner occupied (Number),4,6,,
56500,56500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2012,31/03/2012,1333238399000,,Privately rented (Number),5,8,,
418100,418100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2012,31/03/2012,1333238399000,,All tenures (Number),6,10,,
33900,33900,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2011,31/03/2011,1301615999000,,Local Authority (Number),1,1,,
30300,30300,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2011,31/03/2011,1301615999000,,Registered Social Landlord (Number),2,3,,
351300,351300,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2011,31/03/2011,1301615999000,,Owner occupied/Privately rented (Number),3,5,,
415500,415500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2011,31/03/2011,1301615999000,,All tenures (Number),6,10,,
43100,43100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2010,31/03/2010,1270079999000,,Local Authority (Number),1,1,,
20800,20800,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2010,31/03/2010,1270079999000,,Registered Social Landlord (Number),2,3,,
348800,348800,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2010,31/03/2010,1270079999000,,Owner occupied/Privately rented (Number),3,5,,
412700,412700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2010,31/03/2010,1270079999000,,All tenures (Number),6,10,,
45400,45400,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2009,31/03/2009,1238543999000,,Local Authority (Number),1,1,,
18100,18100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2009,31/03/2009,1238543999000,,Registered Social Landlord (Number),2,3,,
346000,346000,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2009,31/03/2009,1238543999000,,Owner occupied/Privately rented (Number),3,5,,
409600,409600,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2009,31/03/2009,1238543999000,,All tenures (Number),6,10,,
45400,45400,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2008,31/03/2008,1207007999000,,Local Authority (Number),1,1,,
18600,18600,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2008,31/03/2008,1207007999000,,Registered Social Landlord (Number),2,3,,
342500,342500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2008,31/03/2008,1207007999000,,Owner occupied/Privately rented (Number),3,5,,
406500,406500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2008,31/03/2008,1207007999000,,All tenures (Number),6,10,,
45700,45700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2007,31/03/2007,1175385599000,,Local Authority (Number),1,1,,
18300,18300,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2007,31/03/2007,1175385599000,,Registered Social Landlord (Number),2,3,,
339100,339100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2007,31/03/2007,1175385599000,,Owner occupied/Privately rented (Number),3,5,,
403000,403000,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2007,31/03/2007,1175385599000,,All tenures (Number),6,10,,
46100,46100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2006,31/03/2006,1143849599000,,Local Authority (Number),1,1,,
18100,18100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2006,31/03/2006,1143849599000,,Registered Social Landlord (Number),2,3,,
335100,335100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2006,31/03/2006,1143849599000,,Owner occupied/Privately rented (Number),3,5,,
399300,399300,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2006,31/03/2006,1143849599000,,All tenures (Number),6,10,,
46500,46500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2005,31/03/2005,1112313599000,,Local Authority (Number),1,1,,
17800,17800,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2005,31/03/2005,1112313599000,,Registered Social Landlord (Number),2,3,,
331000,331000,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2005,31/03/2005,1112313599000,,Owner occupied/Privately rented (Number),3,5,,
395400,395400,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2005,31/03/2005,1112313599000,,All tenures (Number),6,10,,
47500,47500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2004,31/03/2004,1080777599000,,Local Authority (Number),1,1,,
17500,17500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2004,31/03/2004,1080777599000,,Registered Social Landlord (Number),2,3,,
326800,326800,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2004,31/03/2004,1080777599000,,Owner occupied/Privately rented (Number),3,5,,
391800,391800,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2004,31/03/2004,1080777599000,,All tenures (Number),6,10,,
50000,50000,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2003,31/03/2003,1049155199000,,Local Authority (Number),1,1,,
16400,16400,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2003,31/03/2003,1049155199000,,Registered Social Landlord (Number),2,3,,
322000,322000,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2003,31/03/2003,1049155199000,,Owner occupied/Privately rented (Number),3,5,,
388400,388400,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2003,31/03/2003,1049155199000,,All tenures (Number),6,10,,
52100,52100,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2002,31/03/2002,1017619199000,,Local Authority (Number),1,1,,
16500,16500,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2002,31/03/2002,1017619199000,,Registered Social Landlord (Number),2,3,,
316700,316700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2002,31/03/2002,1017619199000,,Owner occupied/Privately rented (Number),3,5,,
385200,385200,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2002,31/03/2002,1017619199000,,All tenures (Number),6,10,,
53200,53200,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2001,31/03/2001,986083199000,,Local Authority (Number),1,1,,
16700,16700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2001,31/03/2001,986083199000,,Registered Social Landlord (Number),2,3,,
311700,311700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2001,31/03/2001,986083199000,,Owner occupied/Privately rented (Number),3,5,,
381700,381700,Dwelling stock estimates,1,1,,Mid and South West Wales,WXX000002,25,W92000004,31/03/2001,31/03/2001,986083199000,,All tenures (Number),6,10,,
28900,28900,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2024,31/03/2024,1711929599000,,Local Authority (Number),1,1,,
90700,90700,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2024,31/03/2024,1711929599000,,Registered Social Landlord (Number),2,3,,
578400,578400,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2024,31/03/2024,1711929599000,,Owner occupied/Privately rented (Number),3,5,,
480100,480100,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2024,31/03/2024,1711929599000,,Owner occupied (Number),4,6,,Provisional
98300,98300,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2024,31/03/2024,1711929599000,,Privately rented (Number),5,8,,Provisional
698000,698000,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2024,31/03/2024,1711929599000,,All tenures (Number),6,10,,
28600,28600,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2023,31/03/2023,1680307199000,,Local Authority (Number),1,1,,
89700,89700,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2023,31/03/2023,1680307199000,,Registered Social Landlord (Number),2,3,,
576800,576800,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2023,31/03/2023,1680307199000,,Owner occupied/Privately rented (Number),3,5,,
478800,478800,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2023,31/03/2023,1680307199000,,Owner occupied (Number),4,6,,
98000,98000,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2023,31/03/2023,1680307199000,,Privately rented (Number),5,8,,
695100,695100,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2023,31/03/2023,1680307199000,,All tenures (Number),6,10,,
28400,28400,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2022,31/03/2022,1648771199000,,Local Authority (Number),1,1,,
88800,88800,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2022,31/03/2022,1648771199000,,Registered Social Landlord (Number),2,3,,
574600,574600,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2022,31/03/2022,1648771199000,,Owner occupied/Privately rented (Number),3,5,,
479400,479400,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2022,31/03/2022,1648771199000,,Owner occupied (Number),4,6,,
95200,95200,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2022,31/03/2022,1648771199000,,Privately rented (Number),5,8,,
691900,691900,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2022,31/03/2022,1648771199000,,All tenures (Number),6,10,,
28300,28300,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2021,31/03/2021,1617235199000,,Local Authority (Number),1,1,,
88100,88100,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2021,31/03/2021,1617235199000,,Registered Social Landlord (Number),2,3,,
573000,573000,Dwelling stock estimates,1,1,,South East Wales,WXX000003,26,W92000004,31/03/2021,31/03/2021,1617235199000,,Owner occupied/Privately rented (Number),3,5,,
